ID_CLIENT;AGE;BUDGET_MAX;MOTO_ACTUELLE;STYLE_DESIRE;DOULEUR_CLIENT;MOTS_CLES_IA
C-10453;26;6 800 €;Suzuki SV 650;Scrambler 80s;Je veux le look d'avant mais la fiabilité de maintenant.;NOSTALGIE
C-10454;41;10 800 €;Honda Hornet;Scrambler 80s;Je veux le look d'avant mais la fiabilité de maintenant.;FIABILITE_MODERNE
C-10455;23;9 400 €;Suzuki SV 650;Scrambler 80s;Je veux des couleurs flashy (Violet/Rose).;DESIR_90S
C-10456;28;8 100 €;Honda CB500F;Replica Bol d'Or;Les motos neuves manquent d'âme.;BUDGET_SERRE
C-10457;29;9 900 €;Honda Hornet;Scrambler 80s;Les designs 'Manga' vieillissent mal.;NOSTALGIE
C-10458;29;9 500 €;Suzuki SV 650;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;FIABILITE_MODERNE
C-10459;35;10 900 €;Suzuki SV 650;Néo-Rétro 90s;Les motos neuves manquent d'âme.;DESIR_90S
C-10460;34;7 200 €;Kawasaki Z900;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;BUDGET_SERRE
C-10461;28;9 400 €;Suzuki SV 650;Néo-Rétro 90s;Je déteste le phare avant insecte.;FIABILITE_MODERNE
C-10462;30;8 200 €;Honda CB500F;Sportive Vintage;Je déteste le phare avant insecte.;LOOK_CARRE
C-10463;26;8 600 €;Honda Hornet;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;NOSTALGIE
C-10464;36;7 800 €;Honda Hornet;Néo-Rétro 90s;Je déteste le phare avant insecte.;BUDGET_SERRE
C-10465;26;9 900 €;Kawasaki Z650;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;FIABILITE_MODERNE
C-10466;41;8 700 €;BMW NineT;Sportive Vintage;Je déteste le phare avant insecte.;BUDGET_SERRE
C-10467;23;6 000 €;Suzuki SV 650;Replica Bol d'Or;Les designs 'Manga' vieillissent mal.;COULEUR_VINTAGE
C-10468;46;10 600 €;Yamaha XSR 700;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;DESIR_90S
C-10469;23;6 300 €;Honda Hornet;Replica Bol d'Or;Trop de plastique, pas assez de carénage.;FIABILITE_MODERNE
C-10470;48;9 200 €;Kawasaki Z650;Néo-Rétro 90s;Les motos neuves manquent d'âme.;NOSTALGIE
C-10471;21;10 800 €;Suzuki SV 650;Scrambler 80s;Les motos neuves manquent d'âme.;FIABILITE_MODERNE
C-10472;34;9 100 €;Kawasaki Z900;Sportive Vintage;Les designs 'Manga' vieillissent mal.;LOOK_CARRE
C-10473;29;7 800 €;BMW NineT;Replica Bol d'Or;Trop de plastique, pas assez de carénage.;BUDGET_SERRE
C-10474;47;8 100 €;Suzuki SV 650;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;BUDGET_SERRE
C-10475;30;8 600 €;Suzuki SV 650;Café Racer Sportif;Je déteste le phare avant insecte.;BUDGET_SERRE
C-10476;20;8 900 €;Yamaha MT-07;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;NOSTALGIE
C-10477;54;8 300 €;Kawasaki Z650;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;COULEUR_VINTAGE
C-10478;49;10 800 €;Yamaha MT-07;Replica Bol d'Or;Je veux des couleurs flashy (Violet/Rose).;FIABILITE_MODERNE
C-10479;40;8 800 €;Kawasaki Z650;Café Racer Sportif;Je veux le look d'avant mais la fiabilité de maintenant.;BUDGET_SERRE
C-10480;34;10 000 €;Honda CB500F;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;DESIR_90S
C-10481;28;9 000 €;Yamaha MT-07;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;REJET_MANGA
C-10482;32;9 600 €;Suzuki SV 650;Sportive Vintage;Trop de plastique, pas assez de carénage.;LOOK_CARRE
C-10483;34;7 900 €;BMW NineT;Sportive Vintage;Je veux le look d'avant mais la fiabilité de maintenant.;NOSTALGIE
C-10484;48;9 900 €;Honda CB500F;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;NOSTALGIE
C-10485;38;6 800 €;Honda Hornet;Café Racer Sportif;Les motos neuves manquent d'âme.;REJET_MANGA
C-10486;38;10 800 €;Honda CB500F;Replica Bol d'Or;Je déteste le phare avant insecte.;BUDGET_SERRE
C-10487;31;8 300 €;Honda CB500F;Sportive Vintage;Les motos neuves manquent d'âme.;COULEUR_VINTAGE
C-10488;34;7 300 €;BMW NineT;Replica Bol d'Or;Trop de plastique, pas assez de carénage.;DESIR_90S
C-10489;31;7 200 €;Suzuki SV 650;Cyber-Punk 90s;Trop de plastique, pas assez de carénage.;LOOK_CARRE
C-10490;28;9 100 €;Yamaha XSR 700;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-10491;41;9 900 €;Yamaha XSR 700;Scrambler 80s;Je déteste le phare avant insecte.;BUDGET_SERRE
C-10492;45;8 600 €;BMW NineT;Café Racer Sportif;Interdit de rouler en ville avec ma vieille moto (ZFE).;COULEUR_VINTAGE
C-10493;55;7 400 €;Honda Hornet;Sportive Vintage;Je veux le look d'avant mais la fiabilité de maintenant.;COULEUR_VINTAGE
C-10494;32;6 700 €;BMW NineT;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;NOSTALGIE
C-10495;40;8 400 €;Kawasaki Z900;Café Racer Sportif;Trop de plastique, pas assez de carénage.;NOSTALGIE
C-10496;23;6 700 €;Suzuki SV 650;Scrambler 80s;Les designs 'Manga' vieillissent mal.;NOSTALGIE
C-10497;26;7 000 €;BMW NineT;Sportive Vintage;Je déteste le phare avant insecte.;BUDGET_SERRE
C-10498;30;11 000 €;Kawasaki Z900;Replica Bol d'Or;Je veux le look d'avant mais la fiabilité de maintenant.;BUDGET_SERRE
C-10499;36;7 600 €;Suzuki SV 650;Café Racer Sportif;Les designs 'Manga' vieillissent mal.;BUDGET_SERRE
C-10500;24;6 900 €;Honda CB500F;Scrambler 80s;Les motos neuves manquent d'âme.;FIABILITE_MODERNE
C-10501;25;10 700 €;Yamaha XSR 700;Sportive Vintage;Les designs 'Manga' vieillissent mal.;BUDGET_SERRE
C-10502;30;8 100 €;Yamaha XSR 700;Café Racer Sportif;Je veux des couleurs flashy (Violet/Rose).;DESIR_90S
C-10503;48;7 200 €;Kawasaki Z900;Scrambler 80s;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-10504;43;9 400 €;Kawasaki Z650;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;FIABILITE_MODERNE
C-10505;39;7 500 €;Yamaha MT-07;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;DESIR_90S
C-10506;26;6 000 €;Kawasaki Z900;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;DESIR_90S
C-10507;24;8 400 €;Yamaha XSR 700;Café Racer Sportif;Je veux des couleurs flashy (Violet/Rose).;NOSTALGIE
C-10508;54;7 600 €;BMW NineT;Sportive Vintage;Trop de plastique, pas assez de carénage.;BUDGET_SERRE
C-10509;34;10 900 €;Kawasaki Z650;Sportive Vintage;Trop de plastique, pas assez de carénage.;NOSTALGIE
C-10510;31;6 300 €;Suzuki SV 650;Replica Bol d'Or;Les motos neuves manquent d'âme.;BUDGET_SERRE
C-10511;51;9 700 €;Kawasaki Z900;Scrambler 80s;Les motos neuves manquent d'âme.;COULEUR_VINTAGE
C-10512;40;8 900 €;Suzuki SV 650;Sportive Vintage;Je déteste le phare avant insecte.;NOSTALGIE
C-10513;46;6 400 €;Yamaha MT-07;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;LOOK_CARRE
C-10514;44;6 100 €;Suzuki SV 650;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;FIABILITE_MODERNE
C-10515;41;6 600 €;Honda Hornet;Sportive Vintage;Trop de plastique, pas assez de carénage.;REJET_MANGA
C-10516;47;6 600 €;Suzuki SV 650;Cyber-Punk 90s;Trop de plastique, pas assez de carénage.;BUDGET_SERRE
C-10517;48;7 700 €;Yamaha XSR 700;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;FIABILITE_MODERNE
C-10518;34;6 200 €;Kawasaki Z900;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-10519;26;9 500 €;Honda Hornet;Scrambler 80s;Trop de plastique, pas assez de carénage.;DESIR_90S
C-10520;28;6 900 €;Honda CB500F;Café Racer Sportif;Les designs 'Manga' vieillissent mal.;BUDGET_SERRE
C-10521;55;9 400 €;Kawasaki Z650;Replica Bol d'Or;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-10522;20;9 700 €;BMW NineT;Scrambler 80s;Je déteste le phare avant insecte.;REJET_MANGA
C-10523;31;6 500 €;Honda CB500F;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;BUDGET_SERRE
C-10524;40;7 100 €;Yamaha XSR 700;Sportive Vintage;Trop de plastique, pas assez de carénage.;REJET_MANGA
C-10525;28;7 300 €;Yamaha MT-07;Scrambler 80s;Je veux des couleurs flashy (Violet/Rose).;COULEUR_VINTAGE
C-10526;24;9 600 €;Honda CB500F;Replica Bol d'Or;Interdit de rouler en ville avec ma vieille moto (ZFE).;COULEUR_VINTAGE
C-10527;29;9 700 €;Kawasaki Z650;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;FIABILITE_MODERNE
C-10528;20;8 200 €;Honda CB500F;Cyber-Punk 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;DESIR_90S
C-10529;35;7 500 €;BMW NineT;Replica Bol d'Or;Trop de plastique, pas assez de carénage.;NOSTALGIE
C-10530;28;9 100 €;Kawasaki Z900;Replica Bol d'Or;Les motos neuves manquent d'âme.;COULEUR_VINTAGE
C-10531;52;9 600 €;Yamaha XSR 700;Replica Bol d'Or;Interdit de rouler en ville avec ma vieille moto (ZFE).;NOSTALGIE
C-10532;55;7 100 €;Yamaha MT-07;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;BUDGET_SERRE
C-10533;53;9 500 €;BMW NineT;Replica Bol d'Or;Interdit de rouler en ville avec ma vieille moto (ZFE).;BUDGET_SERRE
C-10534;41;8 500 €;Suzuki SV 650;Scrambler 80s;Trop de plastique, pas assez de carénage.;DESIR_90S
C-10535;20;7 700 €;Honda CB500F;Scrambler 80s;Trop de plastique, pas assez de carénage.;BUDGET_SERRE
C-10536;39;9 800 €;Honda CB500F;Café Racer Sportif;Trop de plastique, pas assez de carénage.;DESIR_90S
C-10537;29;10 300 €;Suzuki SV 650;Café Racer Sportif;Je déteste le phare avant insecte.;NOSTALGIE
C-10538;32;7 800 €;Yamaha XSR 700;Sportive Vintage;Trop de plastique, pas assez de carénage.;COULEUR_VINTAGE
C-10539;36;9 500 €;Yamaha XSR 700;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;FIABILITE_MODERNE
C-10540;27;8 800 €;Honda Hornet;Replica Bol d'Or;Trop de plastique, pas assez de carénage.;LOOK_CARRE
C-10541;27;6 800 €;BMW NineT;Néo-Rétro 90s;Les motos neuves manquent d'âme.;COULEUR_VINTAGE
C-10542;37;8 100 €;Yamaha XSR 700;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;DESIR_90S
C-10543;47;6 200 €;Yamaha MT-07;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;DESIR_90S
C-10544;22;9 900 €;BMW NineT;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;LOOK_CARRE
C-10545;46;10 900 €;Yamaha XSR 700;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;REJET_MANGA
C-10546;54;6 100 €;Kawasaki Z650;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;REJET_MANGA
C-10547;24;10 100 €;Suzuki SV 650;Sportive Vintage;Les motos neuves manquent d'âme.;REJET_MANGA
C-10548;26;6 900 €;Yamaha XSR 700;Cyber-Punk 90s;Les motos neuves manquent d'âme.;COULEUR_VINTAGE
C-10549;22;10 800 €;Suzuki SV 650;Replica Bol d'Or;Trop de plastique, pas assez de carénage.;COULEUR_VINTAGE
C-10550;54;6 700 €;Honda CB500F;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;NOSTALGIE
C-10551;51;10 100 €;Suzuki SV 650;Café Racer Sportif;Trop de plastique, pas assez de carénage.;REJET_MANGA
C-10552;51;6 900 €;Yamaha XSR 700;Scrambler 80s;Les motos neuves manquent d'âme.;DESIR_90S
C-10553;24;7 800 €;Kawasaki Z650;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;LOOK_CARRE
C-10554;54;8 200 €;Suzuki SV 650;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;COULEUR_VINTAGE
C-10555;26;8 100 €;Kawasaki Z900;Cyber-Punk 90s;Je déteste le phare avant insecte.;DESIR_90S
C-10556;44;9 700 €;Honda CB500F;Café Racer Sportif;Je veux le look d'avant mais la fiabilité de maintenant.;FIABILITE_MODERNE
C-10557;40;10 900 €;Yamaha MT-07;Café Racer Sportif;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-10558;47;9 200 €;Yamaha MT-07;Café Racer Sportif;Interdit de rouler en ville avec ma vieille moto (ZFE).;DESIR_90S
C-10559;55;8 600 €;Suzuki SV 650;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;NOSTALGIE
C-10560;32;7 600 €;Suzuki SV 650;Café Racer Sportif;Les motos neuves manquent d'âme.;FIABILITE_MODERNE
C-10561;43;9 900 €;Kawasaki Z900;Scrambler 80s;Je déteste le phare avant insecte.;FIABILITE_MODERNE
C-10562;53;8 600 €;Yamaha MT-07;Replica Bol d'Or;Je veux le look d'avant mais la fiabilité de maintenant.;REJET_MANGA
C-10563;34;10 200 €;Yamaha XSR 700;Néo-Rétro 90s;Je déteste le phare avant insecte.;FIABILITE_MODERNE
C-10564;46;9 500 €;Honda CB500F;Cyber-Punk 90s;Je veux le look d'avant mais la fiabilité de maintenant.;NOSTALGIE
C-10565;53;7 200 €;Yamaha XSR 700;Sportive Vintage;Les motos neuves manquent d'âme.;REJET_MANGA
C-10566;29;9 800 €;Yamaha XSR 700;Cyber-Punk 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;COULEUR_VINTAGE
C-10567;46;6 200 €;Yamaha MT-07;Sportive Vintage;Je déteste le phare avant insecte.;FIABILITE_MODERNE
C-10568;39;6 400 €;Yamaha XSR 700;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;DESIR_90S
C-10569;23;8 400 €;BMW NineT;Néo-Rétro 90s;Je déteste le phare avant insecte.;COULEUR_VINTAGE
C-10570;45;8 900 €;Yamaha XSR 700;Sportive Vintage;Les motos neuves manquent d'âme.;REJET_MANGA
C-10571;28;10 700 €;BMW NineT;Scrambler 80s;Trop de plastique, pas assez de carénage.;FIABILITE_MODERNE
C-10572;38;8 600 €;Yamaha MT-07;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;COULEUR_VINTAGE
C-10573;53;9 700 €;Yamaha XSR 700;Café Racer Sportif;Je déteste le phare avant insecte.;BUDGET_SERRE
C-10574;42;9 300 €;Kawasaki Z650;Scrambler 80s;Interdit de rouler en ville avec ma vieille moto (ZFE).;BUDGET_SERRE
C-10575;49;7 600 €;Yamaha MT-07;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;REJET_MANGA
C-10576;27;8 100 €;Honda CB500F;Café Racer Sportif;Je veux le look d'avant mais la fiabilité de maintenant.;LOOK_CARRE
C-10577;26;6 300 €;Honda CB500F;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;DESIR_90S
C-10578;39;7 800 €;BMW NineT;Café Racer Sportif;Les designs 'Manga' vieillissent mal.;COULEUR_VINTAGE
C-10579;52;8 200 €;Honda Hornet;Néo-Rétro 90s;Je déteste le phare avant insecte.;REJET_MANGA
C-10580;50;6 700 €;Honda Hornet;Sportive Vintage;Je veux le look d'avant mais la fiabilité de maintenant.;DESIR_90S
C-10581;46;6 500 €;BMW NineT;Replica Bol d'Or;Les designs 'Manga' vieillissent mal.;BUDGET_SERRE
C-10582;52;9 800 €;Yamaha MT-07;Cyber-Punk 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;NOSTALGIE
C-10583;20;10 600 €;BMW NineT;Replica Bol d'Or;Je déteste le phare avant insecte.;FIABILITE_MODERNE
C-10584;49;7 500 €;Kawasaki Z900;Sportive Vintage;Je déteste le phare avant insecte.;LOOK_CARRE
C-10585;33;6 000 €;Suzuki SV 650;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;BUDGET_SERRE
C-10586;31;9 500 €;Yamaha MT-07;Sportive Vintage;Les designs 'Manga' vieillissent mal.;REJET_MANGA
C-10587;30;7 500 €;Kawasaki Z650;Replica Bol d'Or;Je déteste le phare avant insecte.;DESIR_90S
C-10588;35;10 800 €;Suzuki SV 650;Sportive Vintage;Je déteste le phare avant insecte.;NOSTALGIE
C-10589;29;10 800 €;Kawasaki Z900;Néo-Rétro 90s;Je déteste le phare avant insecte.;NOSTALGIE
C-10590;27;8 000 €;Honda CB500F;Scrambler 80s;Trop de plastique, pas assez de carénage.;NOSTALGIE
C-10591;42;6 400 €;Honda Hornet;Cyber-Punk 90s;Je veux le look d'avant mais la fiabilité de maintenant.;REJET_MANGA
C-10592;28;7 100 €;Kawasaki Z900;Replica Bol d'Or;Les designs 'Manga' vieillissent mal.;NOSTALGIE
C-10593;36;9 600 €;Honda CB500F;Sportive Vintage;Trop de plastique, pas assez de carénage.;NOSTALGIE
C-10594;28;6 200 €;Kawasaki Z650;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;NOSTALGIE
C-10595;31;10 100 €;Yamaha MT-07;Cyber-Punk 90s;Je veux le look d'avant mais la fiabilité de maintenant.;DESIR_90S
C-10596;43;9 800 €;Yamaha XSR 700;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;REJET_MANGA
C-10597;34;10 600 €;Kawasaki Z900;Scrambler 80s;Trop de plastique, pas assez de carénage.;REJET_MANGA
C-10598;55;9 900 €;Kawasaki Z650;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;LOOK_CARRE
C-10599;45;8 600 €;Kawasaki Z650;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;COULEUR_VINTAGE
C-10600;45;10 000 €;Kawasaki Z900;Cyber-Punk 90s;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-10601;49;10 200 €;Suzuki SV 650;Scrambler 80s;Les designs 'Manga' vieillissent mal.;DESIR_90S
C-10602;54;10 600 €;Honda Hornet;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;BUDGET_SERRE
C-10603;31;8 700 €;Kawasaki Z650;Replica Bol d'Or;Je veux des couleurs flashy (Violet/Rose).;COULEUR_VINTAGE
C-10604;44;9 400 €;Yamaha MT-07;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;NOSTALGIE
C-10605;31;6 600 €;BMW NineT;Replica Bol d'Or;Les designs 'Manga' vieillissent mal.;NOSTALGIE
C-10606;23;9 400 €;Suzuki SV 650;Scrambler 80s;Trop de plastique, pas assez de carénage.;BUDGET_SERRE
C-10607;23;7 000 €;Honda Hornet;Cyber-Punk 90s;Trop de plastique, pas assez de carénage.;NOSTALGIE
C-10608;45;9 100 €;Kawasaki Z650;Sportive Vintage;Les designs 'Manga' vieillissent mal.;BUDGET_SERRE
C-10609;25;8 200 €;BMW NineT;Scrambler 80s;Les designs 'Manga' vieillissent mal.;COULEUR_VINTAGE
C-10610;48;7 900 €;Kawasaki Z650;Néo-Rétro 90s;Les motos neuves manquent d'âme.;DESIR_90S
C-10611;40;10 500 €;Yamaha XSR 700;Replica Bol d'Or;Les motos neuves manquent d'âme.;FIABILITE_MODERNE
C-10612;43;6 300 €;Kawasaki Z900;Cyber-Punk 90s;Trop de plastique, pas assez de carénage.;FIABILITE_MODERNE
C-10613;49;8 000 €;Suzuki SV 650;Néo-Rétro 90s;Je déteste le phare avant insecte.;FIABILITE_MODERNE
C-10614;41;10 000 €;Kawasaki Z650;Café Racer Sportif;Je veux le look d'avant mais la fiabilité de maintenant.;REJET_MANGA
C-10615;28;8 400 €;Honda Hornet;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;COULEUR_VINTAGE
C-10616;42;7 200 €;Kawasaki Z900;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;REJET_MANGA
C-10617;48;8 500 €;Honda Hornet;Scrambler 80s;Je veux le look d'avant mais la fiabilité de maintenant.;REJET_MANGA
C-10618;53;8 400 €;Honda CB500F;Néo-Rétro 90s;Je déteste le phare avant insecte.;REJET_MANGA
C-10619;36;6 000 €;Yamaha MT-07;Sportive Vintage;Les designs 'Manga' vieillissent mal.;NOSTALGIE
C-10620;35;9 700 €;BMW NineT;Café Racer Sportif;Interdit de rouler en ville avec ma vieille moto (ZFE).;REJET_MANGA
C-10621;30;7 000 €;BMW NineT;Sportive Vintage;Trop de plastique, pas assez de carénage.;LOOK_CARRE
C-10622;20;6 400 €;Kawasaki Z900;Sportive Vintage;Trop de plastique, pas assez de carénage.;BUDGET_SERRE
C-10623;41;10 000 €;BMW NineT;Néo-Rétro 90s;Je déteste le phare avant insecte.;LOOK_CARRE
C-10624;30;6 500 €;BMW NineT;Sportive Vintage;Les designs 'Manga' vieillissent mal.;DESIR_90S
C-10625;22;8 300 €;Kawasaki Z900;Replica Bol d'Or;Les motos neuves manquent d'âme.;BUDGET_SERRE
C-10626;53;7 300 €;Yamaha MT-07;Néo-Rétro 90s;Je déteste le phare avant insecte.;COULEUR_VINTAGE
C-10627;21;10 700 €;Kawasaki Z900;Sportive Vintage;Les motos neuves manquent d'âme.;DESIR_90S
C-10628;33;7 700 €;Honda Hornet;Cyber-Punk 90s;Je veux des couleurs flashy (Violet/Rose).;BUDGET_SERRE
C-10629;33;10 400 €;Honda CB500F;Néo-Rétro 90s;Je déteste le phare avant insecte.;FIABILITE_MODERNE
C-10630;20;10 700 €;Yamaha XSR 700;Café Racer Sportif;Interdit de rouler en ville avec ma vieille moto (ZFE).;NOSTALGIE
C-10631;54;10 000 €;Yamaha XSR 700;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;LOOK_CARRE
C-10632;48;8 400 €;Kawasaki Z900;Sportive Vintage;Les designs 'Manga' vieillissent mal.;LOOK_CARRE
C-10633;48;10 600 €;Honda CB500F;Scrambler 80s;Les designs 'Manga' vieillissent mal.;LOOK_CARRE
C-10634;30;6 800 €;BMW NineT;Néo-Rétro 90s;Je déteste le phare avant insecte.;NOSTALGIE
C-10635;33;7 300 €;Honda Hornet;Scrambler 80s;Interdit de rouler en ville avec ma vieille moto (ZFE).;COULEUR_VINTAGE
C-10636;31;9 100 €;Kawasaki Z650;Café Racer Sportif;Je veux le look d'avant mais la fiabilité de maintenant.;DESIR_90S
C-10637;52;6 700 €;Honda Hornet;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;NOSTALGIE
C-10638;33;6 700 €;BMW NineT;Café Racer Sportif;Les designs 'Manga' vieillissent mal.;DESIR_90S
C-10639;26;9 900 €;Yamaha XSR 700;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;FIABILITE_MODERNE
C-10640;22;6 200 €;Kawasaki Z900;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-10641;22;9 000 €;Kawasaki Z900;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;DESIR_90S
C-10642;53;10 500 €;Yamaha MT-07;Sportive Vintage;Trop de plastique, pas assez de carénage.;COULEUR_VINTAGE
C-10643;42;6 000 €;Honda Hornet;Sportive Vintage;Je déteste le phare avant insecte.;COULEUR_VINTAGE
C-10644;35;6 600 €;Yamaha MT-07;Replica Bol d'Or;Les motos neuves manquent d'âme.;FIABILITE_MODERNE
C-10645;38;6 600 €;Kawasaki Z900;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;LOOK_CARRE
C-10646;20;6 100 €;Honda Hornet;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;BUDGET_SERRE
C-10647;49;9 900 €;Suzuki SV 650;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-10648;41;9 800 €;Honda Hornet;Scrambler 80s;Je déteste le phare avant insecte.;NOSTALGIE
C-10649;37;6 200 €;Kawasaki Z900;Scrambler 80s;Les motos neuves manquent d'âme.;REJET_MANGA
C-10650;49;10 700 €;Kawasaki Z900;Néo-Rétro 90s;Les motos neuves manquent d'âme.;NOSTALGIE
C-10651;53;7 100 €;Yamaha XSR 700;Replica Bol d'Or;Je veux le look d'avant mais la fiabilité de maintenant.;BUDGET_SERRE
C-10652;43;8 600 €;Kawasaki Z650;Scrambler 80s;Trop de plastique, pas assez de carénage.;BUDGET_SERRE
C-10653;42;7 400 €;BMW NineT;Sportive Vintage;Je veux le look d'avant mais la fiabilité de maintenant.;BUDGET_SERRE
C-10654;22;9 900 €;Suzuki SV 650;Sportive Vintage;Je déteste le phare avant insecte.;COULEUR_VINTAGE
C-10655;53;6 900 €;Honda CB500F;Sportive Vintage;Trop de plastique, pas assez de carénage.;FIABILITE_MODERNE
C-10656;55;8 000 €;Yamaha MT-07;Scrambler 80s;Les designs 'Manga' vieillissent mal.;BUDGET_SERRE
C-10657;37;6 000 €;Yamaha MT-07;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;LOOK_CARRE
C-10658;47;9 600 €;Kawasaki Z650;Scrambler 80s;Les motos neuves manquent d'âme.;NOSTALGIE
C-10659;54;7 900 €;Kawasaki Z650;Café Racer Sportif;Trop de plastique, pas assez de carénage.;REJET_MANGA
C-10660;23;8 700 €;BMW NineT;Cyber-Punk 90s;Les motos neuves manquent d'âme.;REJET_MANGA
C-10661;33;7 000 €;BMW NineT;Scrambler 80s;Je veux des couleurs flashy (Violet/Rose).;NOSTALGIE
C-10662;25;7 100 €;Yamaha XSR 700;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;FIABILITE_MODERNE
C-10663;29;9 500 €;Kawasaki Z900;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;FIABILITE_MODERNE
C-10664;50;8 500 €;Honda Hornet;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;FIABILITE_MODERNE
C-10665;44;8 200 €;Kawasaki Z650;Scrambler 80s;Les designs 'Manga' vieillissent mal.;FIABILITE_MODERNE
C-10666;43;8 300 €;Honda Hornet;Cyber-Punk 90s;Trop de plastique, pas assez de carénage.;NOSTALGIE
C-10667;48;8 900 €;BMW NineT;Sportive Vintage;Trop de plastique, pas assez de carénage.;COULEUR_VINTAGE
C-10668;39;6 300 €;Honda Hornet;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;NOSTALGIE
C-10669;23;6 100 €;Honda CB500F;Cyber-Punk 90s;Je veux des couleurs flashy (Violet/Rose).;BUDGET_SERRE
C-10670;40;6 300 €;Kawasaki Z650;Café Racer Sportif;Les motos neuves manquent d'âme.;FIABILITE_MODERNE
C-10671;52;10 200 €;BMW NineT;Sportive Vintage;Les motos neuves manquent d'âme.;LOOK_CARRE
